SaleID,SaleDate,CustomerID,ProductID,SalesRepID,Quantity,UnitPrice,Discount,TotalAmount,PaymentMethod
907,2025-11-14,CUS265,PRO118,SR020,3,289159.00,10.50,776391.92,Card
908,2025-11-30,CUS049,PRO084,SR019,5,1185940.00,10.58,5302337.74,Card
909,2025-01-09,CUS355,PRO094,SR009,4,133644.00,0.26,533186.10,Cash
910,2025-10-02,CUS200,PRO031,SR001,5,467119.00,14.06,2007210.34,"Mobile Money"
911,2025-03-30,CUS309,PRO031,SR011,2,467119.00,12.87,814001.57,"Bank Transfer"
912,2025-07-31,CUS192,PRO027,SR005,1,360130.00,11.51,318679.04,"Bank Transfer"
913,2025-08-21,CUS496,PRO109,SR015,5,396148.00,10.31,1776525.71,Cash
914,2025-06-19,CUS186,PRO001,SR004,4,769936.00,7.32,2854306.74,"Mobile Money"
915,2025-10-18,CUS470,PRO023,SR012,4,919410.00,8.24,3374602.46,Card
916,2025-05-05,CUS450,PRO063,SR007,5,36766.00,0.96,182065.23,"Bank Transfer"
917,2025-02-14,CUS378,PRO046,SR016,2,499073.00,0.02,997946.37,"Bank Transfer"
918,2025-02-06,CUS335,PRO092,SR012,3,267189.00,7.38,742411.36,Cash
919,2025-10-30,CUS196,PRO023,SR001,2,919410.00,5.67,1734558.91,Cash
920,2025-07-19,CUS289,PRO092,SR004,1,267189.00,13.78,230370.36,"Mobile Money"
921,2025-05-06,CUS120,PRO040,SR007,3,488127.00,2.03,1434654.07,Card
922,2025-12-20,CUS133,PRO067,SR006,1,70839.00,12.56,61941.62,Card
923,2025-03-21,CUS246,PRO001,SR012,1,769936.00,13.63,664993.72,Card
924,2025-03-05,CUS095,PRO022,SR017,1,620784.00,6.93,577763.67,Card
925,2025-08-21,CUS268,PRO056,SR020,4,25963.00,5.30,98347.84,Cash
926,2025-08-23,CUS400,PRO118,SR010,3,289159.00,8.73,791746.26,Card
927,2025-12-22,CUS104,PRO026,SR012,4,792985.00,3.11,3073292.67,Cash
928,2025-04-05,CUS176,PRO105,SR011,5,88497.00,6.62,413192.49,"Mobile Money"
929,2025-12-12,CUS179,PRO018,SR007,4,354091.00,14.48,1211274.49,"Mobile Money"
930,2025-12-17,CUS308,PRO008,SR004,1,706571.00,4.56,674351.36,"Mobile Money"
931,2025-07-04,CUS387,PRO013,SR012,4,877916.00,5.43,3320980.64,Card
932,2025-03-02,CUS437,PRO090,SR012,4,79687.00,6.54,297901.88,"Bank Transfer"
933,2025-09-23,CUS157,PRO108,SR002,5,37237.00,9.97,167622.36,"Bank Transfer"
934,2025-09-23,CUS092,PRO078,SR017,1,538185.00,12.77,469458.78,Cash
935,2025-09-11,CUS170,PRO040,SR016,3,488127.00,7.35,1356749.00,"Mobile Money"
936,2025-05-27,CUS384,PRO066,SR013,5,108304.00,3.83,520779.78,Cash
937,2025-01-26,CUS222,PRO087,SR019,1,600909.00,13.87,517562.92,"Bank Transfer"
938,2025-10-07,CUS092,PRO111,SR014,3,92798.00,6.78,259518.89,Card
939,2025-02-11,CUS170,PRO109,SR002,4,396148.00,8.83,1444672.53,"Mobile Money"
940,2025-07-15,CUS368,PRO080,SR005,2,838717.00,10.07,1508516.40,"Bank Transfer"
941,2025-03-21,CUS103,PRO107,SR008,5,54346.00,8.66,248198.18,Card
942,2025-01-05,CUS198,PRO102,SR008,4,36760.00,7.19,136467.82,"Bank Transfer"
943,2025-07-29,CUS357,PRO050,SR018,4,100204.00,1.29,395645.47,"Bank Transfer"
944,2025-05-17,CUS138,PRO071,SR012,3,984868.00,6.11,2774077.70,"Bank Transfer"
945,2025-04-19,CUS474,PRO055,SR011,3,28348.00,2.59,82841.36,"Mobile Money"
946,2025-09-22,CUS230,PRO070,SR017,1,91372.00,11.86,80535.28,Cash
947,2025-04-25,CUS194,PRO106,SR014,4,60666.00,7.85,223614.88,Cash
948,2025-11-21,CUS021,PRO045,SR002,2,219710.00,14.22,376934.48,"Bank Transfer"
949,2025-05-11,CUS401,PRO067,SR012,3,70839.00,9.25,192859.18,"Mobile Money"
950,2025-03-21,CUS431,PRO032,SR001,5,823634.00,5.92,3874374.34,"Mobile Money"
951,2025-10-01,CUS041,PRO078,SR018,5,538185.00,10.86,2398690.55,"Bank Transfer"
952,2025-05-10,CUS003,PRO076,SR008,3,362309.00,5.85,1023341.77,"Bank Transfer"
953,2025-02-22,CUS423,PRO018,SR019,3,354091.00,5.29,1006078.76,"Bank Transfer"
954,2025-02-11,CUS208,PRO050,SR017,5,100204.00,8.64,457731.87,"Mobile Money"
955,2025-05-04,CUS009,PRO007,SR003,4,392739.00,12.78,1370187.82,Cash
956,2025-04-18,CUS304,PRO006,SR015,5,538563.00,0.05,2691468.59,Card
957,2025-03-20,CUS191,PRO013,SR015,3,877916.00,1.89,2583970.16,"Bank Transfer"
958,2025-08-08,CUS199,PRO037,SR009,4,240410.00,13.79,829029.84,Cash
959,2025-03-20,CUS032,PRO041,SR012,2,393667.00,12.82,686397.78,"Bank Transfer"
960,2025-11-13,CUS125,PRO028,SR007,1,668880.00,6.78,623529.94,"Mobile Money"
961,2025-07-06,CUS304,PRO081,SR013,1,453792.00,8.26,416308.78,"Mobile Money"
962,2025-06-22,CUS203,PRO112,SR008,5,659865.00,6.85,3073321.24,"Mobile Money"
963,2025-04-06,CUS461,PRO071,SR013,2,984868.00,1.32,1943735.48,Cash
964,2025-05-29,CUS033,PRO088,SR015,5,463459.00,2.77,2253105.93,Card
965,2025-11-16,CUS144,PRO068,SR003,2,67949.00,8.28,124645.65,"Bank Transfer"
966,2025-11-19,CUS480,PRO027,SR002,3,360130.00,12.32,947285.95,"Mobile Money"
967,2025-07-23,CUS143,PRO060,SR007,1,43460.00,5.84,40921.94,"Bank Transfer"
968,2025-02-26,CUS288,PRO105,SR001,1,88497.00,13.36,76673.80,Cash
969,2025-08-13,CUS194,PRO004,SR014,3,787697.00,14.60,2018079.71,Cash
970,2025-05-23,CUS235,PRO048,SR012,1,789868.00,7.75,728653.23,Card
971,2025-04-09,CUS141,PRO023,SR003,3,919410.00,11.62,2437723.67,Cash
972,2025-10-10,CUS224,PRO117,SR019,4,104211.00,14.23,357527.10,Cash
973,2025-05-23,CUS217,PRO107,SR005,3,54346.00,9.25,147956.99,Cash
974,2025-04-27,CUS449,PRO042,SR009,2,174161.00,6.69,325019.26,Card
975,2025-08-08,CUS366,PRO014,SR019,5,861349.00,13.16,3739977.36,Card
976,2025-12-18,CUS037,PRO063,SR015,4,36766.00,2.69,143107.98,Card
977,2025-10-23,CUS251,PRO055,SR009,4,28348.00,6.55,105964.82,"Bank Transfer"
978,2025-11-18,CUS410,PRO099,SR020,1,388577.00,14.65,331650.47,Card
979,2025-10-15,CUS492,PRO057,SR015,1,23405.00,2.74,22763.70,Card
980,2025-08-17,CUS222,PRO103,SR013,3,97867.00,9.46,265826.35,Cash
981,2025-11-16,CUS267,PRO021,SR014,2,808631.00,13.45,1399740.26,"Bank Transfer"
982,2025-01-16,CUS341,PRO045,SR010,1,219710.00,6.76,204857.60,"Mobile Money"
983,2025-10-31,CUS211,PRO095,SR004,4,755415.00,2.96,2932218.86,"Bank Transfer"
984,2025-08-16,CUS363,PRO074,SR015,3,1075812.00,3.77,3105761.66,Card
985,2025-02-10,CUS041,PRO070,SR014,3,91372.00,2.21,268058.04,Cash
986,2025-10-30,CUS114,PRO083,SR007,2,186604.00,8.19,342642.26,"Bank Transfer"
987,2025-01-19,CUS455,PRO116,SR011,1,125303.00,0.60,124551.18,Cash
988,2025-03-05,CUS169,PRO104,SR004,5,84917.00,8.70,387646.11,Cash
989,2025-10-14,CUS217,PRO053,SR013,4,112320.00,2.55,437823.36,Card
990,2025-01-18,CUS328,PRO110,SR014,1,155218.00,9.59,140332.59,Card
991,2025-09-09,CUS418,PRO067,SR018,5,70839.00,7.72,326851.15,"Mobile Money"
992,2025-08-17,CUS362,PRO057,SR016,2,23405.00,11.21,41562.60,"Mobile Money"
993,2025-01-03,CUS335,PRO120,SR008,4,276254.00,2.94,1072528.53,Card
994,2025-11-29,CUS014,PRO022,SR017,4,620784.00,8.95,2260895.33,"Mobile Money"
995,2025-07-22,CUS127,PRO120,SR020,2,276254.00,4.10,529855.17,"Mobile Money"
996,2025-05-31,CUS339,PRO060,SR015,5,43460.00,0.12,217039.24,Cash
997,2025-04-11,CUS231,PRO056,SR013,3,25963.00,2.52,75926.20,"Mobile Money"
998,2025-07-22,CUS198,PRO061,SR019,2,9550.00,9.96,17197.64,"Mobile Money"
999,2025-07-31,CUS416,PRO031,SR016,1,467119.00,8.50,427413.89,Cash
1000,2025-02-01,CUS372,PRO025,SR005,5,199950.00,5.55,944263.88,Card
